id,release_date,movie,production_budget,domestic_gross,worldwide_gross,total_gross,profit,Year,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes
45,2016-12-16,Rogue One: A Star Wars Story,200000000.0,532177324.0,1049102856.0,1581280180.0,1381280180.0,2016,tt3748528,Rogue One: A Star Wars Story,Rogue One,2016,133.0,"Action,Adventure,Sci-Fi",7.8,478592
46,2016-06-17,Finding Dory,200000000.0,486295561.0,1021215193.0,1507510754.0,1307510754.0,2016,tt2277860,Finding Dory,Finding Dory,2016,97.0,"Adventure,Animation,Comedy",7.3,213542
47,2010-06-18,Toy Story 3,200000000.0,415004880.0,1068879522.0,1483884402.0,1283884402.0,2010,tt0435761,Toy Story 3,Toy Story 3,2010,103.0,"Adventure,Animation,Comedy",8.3,682218
48,2013-05-03,Iron Man 3,200000000.0,408992272.0,1215392272.0,1624384544.0,1424384544.0,2013,tt1300854,Iron Man 3,Iron Man Three,2013,130.0,"Action,Adventure,Sci-Fi",7.2,692794
51,2010-03-05,Alice in Wonderland,200000000.0,334191110.0,1025491110.0,1359682220.0,1159682220.0,2010,tt1014759,Alice in Wonderland,Alice in Wonderland,2010,108.0,"Adventure,Family,Fantasy",6.5,358813
51,2010-03-05,Alice in Wonderland,200000000.0,334191110.0,1025491110.0,1359682220.0,1159682220.0,2010,tt2049386,Alice in Wonderland,Alice in Wonderland,2010,99.0,"Fantasy,Musical",6.5,6
52,2012-11-08,Skyfall,200000000.0,304360277.0,1110526981.0,1414887258.0,1214887258.0,2012,tt1074638,Skyfall,Skyfall,2012,143.0,"Action,Adventure,Thriller",7.8,592221
53,2013-06-21,Monsters University,200000000.0,268488329.0,743588329.0,1012076658.0,812076658.0,2013,tt1453405,Monsters University,Monsters University,2013,104.0,"Adventure,Animation,Comedy",7.3,291887
54,2013-03-08,Oz the Great and Powerful,200000000.0,234770996.0,490359051.0,725130047.0,525130047.0,2013,tt1623205,Oz the Great and Powerful,Oz the Great and Powerful,2013,130.0,"Adventure,Family,Fantasy",6.3,192045
55,2014-05-23,X-Men: Days of Future Past,200000000.0,233921534.0,747862775.0,981784309.0,781784309.0,2014,tt1877832,X-Men: Days of Future Past,X-Men: Days of Future Past,2014,132.0,"Action,Adventure,Sci-Fi",8.0,620079
56,2014-05-02,The Amazing Spider-Man 2,200000000.0,202853933.0,708996336.0,911850269.0,711850269.0,2014,tt1872181,The Amazing Spider-Man 2,The Amazing Spider-Man 2,2014,142.0,"Action,Adventure,Sci-Fi",6.6,388363
57,2011-06-24,Cars 2,200000000.0,191450875.0,560155383.0,751606258.0,551606258.0,2011,tt1216475,Cars 2,Cars 2,2011,106.0,"Adventure,Animation,Comedy",6.2,138914
60,2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,200000000.0,159555901.0,652220086.0,811775987.0,611775987.0,2018,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,2018,134.0,"Adventure,Family,Fantasy",6.6,163151
62,2011-06-17,Green Lantern,200000000.0,116601172.0,219535492.0,336136664.0,136136664.0,2011,tt1133985,Green Lantern,Green Lantern,2011,114.0,"Action,Adventure,Sci-Fi",5.5,252281
64,2011-06-29,Transformers: Dark of the Moon,195000000.0,352390543.0,1123790543.0,1476181086.0,1281181086.0,2011,tt1399103,Transformers: Dark of the Moon,Transformers: Dark of the Moon,2011,154.0,"Action,Adventure,Sci-Fi",6.2,366409
65,2017-06-09,The Mummy,195000000.0,80101125.0,409953905.0,490055030.0,295055030.0,2017,tt2345759,The Mummy,The Mummy,2017,110.0,"Action,Adventure,Fantasy",5.5,154345
66,2013-03-01,Jack the Giant Slayer,195000000.0,65187603.0,197687603.0,262875206.0,67875206.0,2013,tt1351685,Jack the Giant Slayer,Jack the Giant Slayer,2013,114.0,"Adventure,Fantasy",6.3,123127
67,2015-04-03,Furious 7,190000000.0,353007020.0,1518722794.0,1871729814.0,1681729814.0,2015,tt2820852,Furious 7,Furious Seven,2015,137.0,"Action,Crime,Thriller",7.2,335074
68,2013-05-16,Star Trek Into Darkness,190000000.0,228778661.0,467381584.0,696160245.0,506160245.0,2013,tt1408101,Star Trek Into Darkness,Star Trek Into Darkness,2013,132.0,"Action,Adventure,Sci-Fi",7.7,445535
69,2013-06-21,World War Z,190000000.0,202359711.0,531514650.0,733874361.0,543874361.0,2013,tt0816711,World War Z,World War Z,2013,116.0,"Action,Adventure,Horror",7.0,553751
70,2013-05-10,The Great Gatsby,190000000.0,144840419.0,351040419.0,495880838.0,305880838.0,2013,tt1343092,The Great Gatsby,The Great Gatsby,2013,143.0,"Drama,Romance",7.3,433165
72,2013-07-12,Pacific Rim,190000000.0,101802906.0,411002906.0,512805812.0,322805812.0,2013,tt1663662,Pacific Rim,Pacific Rim,2013,131.0,"Action,Adventure,Sci-Fi",6.9,443667
73,2015-11-25,The Good Dinosaur,187500000.0,123087120.0,333771037.0,456858157.0,269358157.0,2015,tt1979388,The Good Dinosaur,The Good Dinosaur,2015,93.0,"Adventure,Animation,Comedy",6.7,91465
74,2008-05-02,Iron Man,186000000.0,318604126.0,585171547.0,903775673.0,717775673.0,2008,tt3375556,Iron Man,Adam Ahani,2013,84.0,"Comedy,Drama,Family",5.6,14
77,2012-06-22,Brave,185000000.0,237282182.0,554606532.0,791888714.0,606888714.0,2012,tt1217209,Brave,Brave,2012,93.0,"Adventure,Animation,Comedy",7.1,338728
78,2017-03-10,Kong: Skull Island,185000000.0,168052812.0,561072059.0,729124871.0,544124871.0,2017,tt3731562,Kong: Skull Island,Kong: Skull Island,2017,118.0,"Action,Adventure,Fantasy",6.6,237720
79,2016-07-22,Star Trek Beyond,185000000.0,158848340.0,335802233.0,494650573.0,309650573.0,2016,tt2660888,Star Trek Beyond,Star Trek Beyond,2016,122.0,"Action,Adventure,Sci-Fi",7.1,209844
80,2017-10-06,Blade Runner 2049,185000000.0,92054159.0,259357408.0,351411567.0,166411567.0,2017,tt1856101,Blade Runner 2049,Blade Runner 2049,2017,164.0,"Drama,Mystery,Sci-Fi",8.0,376241
81,2019-05-24,Aladdin,182000000.0,246734314.0,619234314.0,865968628.0,683968628.0,2019,tt6139732,Aladdin,Aladdin,2019,128.0,"Adventure,Comedy,Family",7.4,57549
82,2017-11-03,Thor: Ragnarok,180000000.0,315058289.0,846980024.0,1162038313.0,982038313.0,2017,tt3501632,Thor: Ragnarok,Thor: Ragnarok,2017,130.0,"Action,Adventure,Comedy",7.9,482995
84,2014-05-30,Maleficent,180000000.0,241407328.0,758536735.0,999944063.0,819944063.0,2014,tt1587310,Maleficent,Maleficent,2014,97.0,"Action,Adventure,Family",7.0,305832
85,2016-11-18,Fantastic Beasts and Where to Find Them,180000000.0,234037575.0,802402853.0,1036440428.0,856440428.0,2016,tt3183660,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,2016,132.0,"Adventure,Family,Fantasy",7.3,365353
88,2016-07-01,The Legend of Tarzan,180000000.0,126643061.0,348902025.0,475545086.0,295545086.0,2016,tt0918940,The Legend of Tarzan,The Legend of Tarzan,2016,110.0,"Action,Adventure,Drama",6.3,150154
89,2011-11-23,Hugo,180000000.0,73864507.0,180047784.0,253912291.0,73912291.0,2011,tt0970179,Hugo,Hugo,2011,126.0,"Adventure,Drama,Family",7.5,284869
89,2011-11-23,Hugo,180000000.0,73864507.0,180047784.0,253912291.0,73912291.0,2011,tt7496196,Hugo,Hugo,2017,80.0,Documentary,7.9,11
90,2017-07-21,Valerian and the City of a Thousand Planets,180000000.0,40479370.0,215098356.0,255577726.0,75577726.0,2017,tt2239822,Valerian and the City of a Thousand Planets,Valerian and the City of a Thousand Planets,2017,137.0,"Action,Adventure,Fantasy",6.5,139792
91,2015-02-06,Jupiter Ascending,179000000.0,47482519.0,181982519.0,229465038.0,50465038.0,2015,tt1617661,Jupiter Ascending,Jupiter Ascending,2015,127.0,"Action,Adventure,Sci-Fi",5.3,166327
93,2016-05-27,X-Men: Apocalypse,178000000.0,155442489.0,542537546.0,697980035.0,519980035.0,2016,tt3385516,X-Men: Apocalypse,X-Men: Apocalypse,2016,144.0,"Action,Adventure,Sci-Fi",7.0,356556
94,2018-08-10,The Meg,178000000.0,145443742.0,529530715.0,674974457.0,496974457.0,2018,tt4779682,The Meg,The Meg,2018,113.0,"Action,Horror,Sci-Fi",5.7,114042
95,2014-06-06,Edge of Tomorrow,178000000.0,100206256.0,370541256.0,470747512.0,292747512.0,2014,tt1631867,Edge of Tomorrow,Edge of Tomorrow,2014,113.0,"Action,Sci-Fi",7.9,546284
96,2019-03-08,Captain Marvel,175000000.0,426525952.0,1123061550.0,1549587502.0,1374587502.0,2019,tt4154664,Captain Marvel,Captain Marvel,2019,123.0,"Action,Adventure,Sci-Fi",7.0,296225
97,2016-04-15,The Jungle Book,175000000.0,364001123.0,962854547.0,1326855670.0,1151855670.0,2016,tt2226178,The Jungle Book,The Jungle Book,2014,64.0,Animation,7.0,59
97,2016-04-15,The Jungle Book,175000000.0,364001123.0,962854547.0,1326855670.0,1151855670.0,2016,tt3040964,The Jungle Book,The Jungle Book,2016,106.0,"Adventure,Drama,Family",7.4,240821
98,2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,1210697703.0,1035697703.0,2015,tt1640486,Inside Out,Inside Out,2011,93.0,"Crime,Drama",4.6,1566
98,2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,1210697703.0,1035697703.0,2015,tt2071483,Inside Out,Inside Out,2011,59.0,Family,7.3,15
98,2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,1210697703.0,1035697703.0,2015,tt2096673,Inside Out,Inside Out,2015,95.0,"Adventure,Animation,Comedy",8.2,536181
98,2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,1210697703.0,1035697703.0,2015,tt2608638,Inside Out,Inside Out,2013,75.0,"Biography,Documentary,History",7.5,60
99,2017-07-07,Spider-Man: Homecoming,175000000.0,334201140.0,880166350.0,1214367490.0,1039367490.0,2017,tt2250912,Spider-Man: Homecoming,Spider-Man: Homecoming,2017,133.0,"Action,Adventure,Sci-Fi",7.5,426302
100,2016-08-05,Suicide Squad,175000000.0,325100054.0,746059887.0,1071159941.0,896159941.0,2016,tt1386697,Suicide Squad,Suicide Squad,2016,123.0,"Action,Adventure,Fantasy",6.0,533039
2,2017-11-22,Coco,175000000.0,209726015.0,798008101.0,1007734116.0,832734116.0,2017,tt2380307,Coco,Coco,2017,105.0,"Adventure,Animation,Comedy",8.4,277194
2,2017-11-22,Coco,175000000.0,209726015.0,798008101.0,1007734116.0,832734116.0,2017,tt7002100,Coco,Coco,2017,98.0,Horror,7.4,35
5,2017-06-16,Cars 3,175000000.0,152901115.0,383541369.0,536442484.0,361442484.0,2017,tt3606752,Cars 3,Cars 3,2017,102.0,"Adventure,Animation,Comedy",6.8,59408
11,2017-05-12,King Arthur: Legend of the Sword,175000000.0,39175066.0,139630336.0,178805402.0,3805402.0,2017,tt1972591,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,2017,126.0,"Action,Adventure,Drama",6.8,169054
12,2013-12-25,47 Ronin,175000000.0,38362475.0,151716815.0,190079290.0,15079290.0,2013,tt1335975,47 Ronin,47 Ronin,2013,128.0,"Action,Adventure,Drama",6.3,135754
13,2018-06-22,Jurassic World: Fallen Kingdom,170000000.0,417719760.0,1305772799.0,1723492559.0,1553492559.0,2018,tt4881806,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,2018,128.0,"Action,Adventure,Sci-Fi",6.2,219125
14,2014-08-01,Guardians of the Galaxy,170000000.0,333172112.0,770867516.0,1104039628.0,934039628.0,2014,tt2015381,Guardians of the Galaxy,Guardians of the Galaxy,2014,121.0,"Action,Adventure,Comedy",8.1,948394
15,2010-05-07,Iron Man 2,170000000.0,312433331.0,621156389.0,933589720.0,763589720.0,2010,tt1228705,Iron Man 2,Iron Man 2,2010,124.0,"Action,Adventure,Sci-Fi",7.0,657690
16,2014-04-04,Captain America: The Winter Soldier,170000000.0,259746958.0,714401889.0,974148847.0,804148847.0,2014,tt1843866,Captain America: The Winter Soldier,Captain America: The Winter Soldier,2014,136.0,"Action,Adventure,Sci-Fi",7.8,666252
17,2014-07-11,Dawn of the Planet of the Apes,170000000.0,208545589.0,710644566.0,919190155.0,749190155.0,2014,tt2103281,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,2014,130.0,"Action,Adventure,Drama",7.6,390199
19,2012-06-01,Snow White and the Huntsman,170000000.0,155136755.0,401021746.0,556158501.0,386158501.0,2012,tt1735898,Snow White and the Huntsman,Snow White and the Huntsman,2012,127.0,"Action,Adventure,Drama",6.1,258938
22,2019-03-29,Dumbo,170000000.0,113883318.0,345004422.0,458887740.0,288887740.0,2019,tt3861390,Dumbo,Dumbo,2019,112.0,"Adventure,Family,Fantasy",6.6,25072
23,2015-05-22,Tomorrowland,170000000.0,93436322.0,206627518.0,300063840.0,130063840.0,2015,tt1964418,Tomorrowland,Tomorrowland,2015,130.0,"Action,Adventure,Family",6.4,161343
23,2015-05-22,Tomorrowland,170000000.0,93436322.0,206627518.0,300063840.0,130063840.0,2015,tt7728220,Tomorrowland,Tomorrowland,2017,70.0,Documentary,6.3,7
24,2019-02-14,Alita: Battle Angel,170000000.0,85710210.0,402976036.0,488686246.0,318686246.0,2019,tt0437086,Alita: Battle Angel,Alita: Battle Angel,2019,122.0,"Action,Adventure,Sci-Fi",7.5,88207
25,2019-05-31,Godzilla: King of the Monsters,170000000.0,85576941.0,299276941.0,384853882.0,214853882.0,2019,tt3741700,Godzilla: King of the Monsters,Godzilla: King of the Monsters,2019,132.0,"Action,Adventure,Fantasy",6.7,36479
26,2016-05-27,Alice Through the Looking Glass,170000000.0,77042381.0,276928112.0,353970493.0,183970493.0,2016,tt2567026,Alice Through the Looking Glass,Alice Through the Looking Glass,2016,113.0,"Adventure,Family,Fantasy",6.2,79951
27,2010-05-21,Shrek Forever After,165000000.0,238736787.0,756244673.0,994981460.0,829981460.0,2010,tt0892791,Shrek Forever After,Shrek Forever After,2010,93.0,"Adventure,Animation,Comedy",6.3,167532
28,2016-11-04,Doctor Strange,165000000.0,232641920.0,676404566.0,909046486.0,744046486.0,2016,tt1211837,Doctor Strange,Doctor Strange,2016,115.0,"Action,Adventure,Fantasy",7.5,514510
29,2014-11-07,Big Hero 6,165000000.0,222527828.0,652127828.0,874655656.0,709655656.0,2014,tt2245084,Big Hero 6,Big Hero 6,2014,102.0,"Action,Adventure,Animation",7.8,371204
30,2010-03-26,How to Train Your Dragon,165000000.0,217581232.0,494870992.0,712452224.0,547452224.0,2010,tt0892769,How to Train Your Dragon,How to Train Your Dragon,2010,98.0,"Action,Adventure,Animation",8.1,611299
31,2012-11-02,Wreck-It Ralph,165000000.0,189412677.0,496511521.0,685924198.0,520924198.0,2012,tt1772341,Wreck-It Ralph,Wreck-It Ralph,2012,101.0,"Adventure,Animation,Comedy",7.7,344496
32,2014-11-05,Interstellar,165000000.0,188017894.0,666379375.0,854397269.0,689397269.0,2014,tt0816692,Interstellar,Interstellar,2014,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334
33,2016-06-24,Independence Day: Resurgence,165000000.0,103144286.0,384169424.0,487313710.0,322313710.0,2016,tt1628841,Independence Day: Resurgence,Independence Day: Resurgence,2016,120.0,"Action,Adventure,Sci-Fi",5.2,155344
35,2017-03-17,Beauty and the Beast,160000000.0,504014165.0,1259199706.0,1763213871.0,1603213871.0,2017,tt2316801,Beauty and the Beast,La belle et la bête,2014,112.0,"Drama,Fantasy,Romance",6.4,18100
35,2017-03-17,Beauty and the Beast,160000000.0,504014165.0,1259199706.0,1763213871.0,1603213871.0,2017,tt2771200,Beauty and the Beast,Beauty and the Beast,2017,129.0,"Family,Fantasy,Musical",7.2,238325
36,2018-12-21,Aquaman,160000000.0,335061807.0,1146894640.0,1481956447.0,1321956447.0,2018,tt1477834,Aquaman,Aquaman,2018,143.0,"Action,Adventure,Fantasy",7.1,263328
38,2010-07-16,Inception,160000000.0,292576195.0,835524642.0,1128100837.0,968100837.0,2010,tt1375666,Inception,Inception,2010,148.0,"Action,Adventure,Sci-Fi",8.8,1841066
39,2015-11-20,The Hunger Games: Mockingjay - Part 2,160000000.0,281723902.0,648986787.0,930710689.0,770710689.0,2015,tt1951266,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,2015,137.0,"Action,Adventure,Sci-Fi",6.6,252384
41,2014-05-16,Godzilla,160000000.0,200676069.0,529076069.0,729752138.0,569752138.0,2014,tt0831387,Godzilla,Godzilla,2014,123.0,"Action,Adventure,Sci-Fi",6.4,350687
42,2011-06-03,X-Men: First Class,160000000.0,146408305.0,355408305.0,501816610.0,341816610.0,2011,tt1270798,X-Men: First Class,X: First Class,2011,131.0,"Action,Adventure,Sci-Fi",7.7,608930
44,2010-07-14,The Sorcerer's Apprentice,160000000.0,63150991.0,217986320.0,281137311.0,121137311.0,2010,tt0963966,The Sorcerer's Apprentice,The Sorcerer's Apprentice,2010,109.0,"Action,Adventure,Family",6.1,143862
46,2016-06-10,Warcraft,160000000.0,47225655.0,425522281.0,472747936.0,312747936.0,2016,tt0803096,Warcraft,Warcraft,2016,123.0,"Action,Adventure,Fantasy",6.9,225557
47,2016-09-30,Deepwater Horizon,156000000.0,61433527.0,122603824.0,184037351.0,28037351.0,2016,tt1860357,Deepwater Horizon,Deepwater Horizon,2016,107.0,"Action,Drama,History",7.1,133303
48,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000.0,104386950.0,418186950.0,522573900.0,367573900.0,2010,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,113.0,"Adventure,Family,Fantasy",6.3,129663
50,2018-03-23,Pacific Rim: Uprising,155000000.0,59874525.0,290930148.0,350804673.0,195804673.0,2018,tt2557478,Pacific Rim: Uprising,Pacific Rim: Uprising,2018,111.0,"Action,Adventure,Sci-Fi",5.6,89462
52,2017-07-14,War for the Planet of the Apes,152000000.0,146880162.0,489592267.0,636472429.0,484472429.0,2017,tt3450958,War for the Planet of the Apes,War for the Planet of the Apes,2017,140.0,"Action,Adventure,Drama",7.5,201943
55,2017-06-02,Wonder Woman,150000000.0,412563408.0,821133378.0,1233696786.0,1083696786.0,2017,tt0451279,Wonder Woman,Wonder Woman,2017,141.0,"Action,Adventure,Fantasy",7.5,487527
55,2017-06-02,Wonder Woman,150000000.0,412563408.0,821133378.0,1233696786.0,1083696786.0,2017,tt4028068,Wonder Woman,Wonder Woman,2014,60.0,Sci-Fi,4.2,20
55,2017-06-02,Wonder Woman,150000000.0,412563408.0,821133378.0,1233696786.0,1083696786.0,2017,tt4283448,Wonder Woman,Wonder Woman,2016,75.0,"Documentary,Drama,Sport",6.9,13
56,2013-11-22,Frozen,150000000.0,400738009.0,1272469910.0,1673207919.0,1523207919.0,2013,tt1323045,Frozen,Frozen,2010,93.0,"Adventure,Drama,Sport",6.2,62311
56,2013-11-22,Frozen,150000000.0,400738009.0,1272469910.0,1673207919.0,1523207919.0,2013,tt1611845,Frozen,Wai nei chung ching,2010,92.0,"Fantasy,Romance",5.4,75
56,2013-11-22,Frozen,150000000.0,400738009.0,1272469910.0,1673207919.0,1523207919.0,2013,tt2294629,Frozen,Frozen,2013,102.0,"Adventure,Animation,Comedy",7.5,516998
57,2016-03-04,Zootopia,150000000.0,341268248.0,1019429616.0,1360697864.0,1210697864.0,2016,tt2948356,Zootopia,Zootopia,2016,108.0,"Adventure,Animation,Comedy",8.0,383446
62,2016-11-23,Moana,150000000.0,248757044.0,637517365.0,886274409.0,736274409.0,2016,tt3521164,Moana,Moana,2016,107.0,"Adventure,Animation,Comedy",7.6,224253
66,2013-11-08,Thor: The Dark World,150000000.0,206362140.0,644602516.0,850964656.0,700964656.0,2013,tt1981115,Thor: The Dark World,Thor: The Dark World,2013,112.0,"Action,Adventure,Fantasy",6.9,540996
69,2017-07-21,Dunkirk,150000000.0,190068280.0,499837368.0,689905648.0,539905648.0,2017,tt5013056,Dunkirk,Dunkirk,2017,106.0,"Action,Drama,History",7.9,466580
70,2011-05-06,Thor,150000000.0,181030624.0,449326618.0,630357242.0,480357242.0,2011,tt0800369,Thor,Thor,2011,115.0,"Action,Adventure,Fantasy",7.0,683264
